"Order";"Level";"Code";"Parent";"Description";"This item includes";"This item also includes";"Rulings";"This item excludes"
"1210501";"6";"23.12.13";"23.12.1";"Glass mirrors; multiple walled insulating units of glass";;;;
"1210502";"5";"23.12.9";"23.12";"Sub-contracted operations as part of manufacturing of shaped and processed flat glass";;;;
"1210503";"6";"23.12.99";"23.12.9";"Sub-contracted operations as part of manufacturing of shaped and processed flat glass";;;;
"1210504";"4";"23.13";"23.1";"Hollow glass";;;;
"1210505";"5";"23.13.1";"23.13";"Hollow glass";;;;
"1210506";"6";"23.13.11";"23.13.1";"Bottles, jars, phials and other containers, of glass, except ampoules; stoppers, lids and other closures, of glass";;;;
"1210507";"6";"23.13.12";"23.13.1";"Drinking glasses other than of glass-ceramics";;;;
"1210508";"6";"23.13.13";"23.13.1";"Glassware of a kind used for table or kitchen purposes, for toilet, office, indoor decorations and the like";;;;
"1210509";"6";"23.13.14";"23.13.1";"Glass inners for vacuum flasks or for other vacuum vessels";;;;
"1210510";"5";"23.13.9";"23.13";"Finishing services of hollow glass; sub-contracted operations as part of manufacturing of hollow glass";;;;
"1210511";"6";"23.13.91";"23.13.9";"Finishing services of drinking glasses and other glassware of a kind used for table or kitchen purpose";;;;
"1210512";"6";"23.13.92";"23.13.9";"Finishing services of glass containers";;;;
"1210513";"6";"23.13.99";"23.13.9";"Sub-contracted operations as part of manufacturing of hollow glass";;;;
"1210514";"4";"23.14";"23.1";"Glass fibres";;;;
"1210515";"5";"23.14.1";"23.14";"Glass fibres";;;;
"1210516";"6";"23.14.11";"23.14.1";"Slivers, rovings, yarn and chopped strands, of glass fibre";;;;
"1210517";"6";"23.14.12";"23.14.1";"Voiles, webs, mats, mattresses, boards and other articles of glass fibres, except woven fabrics";;;;
"1210518";"5";"23.14.9";"23.14";"Sub-contracted operations as part of manufacturing of glass fibres";;;;
"1210519";"6";"23.14.99";"23.14.9";"Sub-contracted operations as part of manufacturing of glass fibres";;;;
"1210520";"4";"23.19";"23.1";"Other processed glass, including technical glassware";;;;
"1210521";"5";"23.19.1";"23.19";"Other glass, semi-finished";;;;
"1210522";"6";"23.19.11";"23.19.1";"Glass in the mass, in balls (except microspheres), rods or tubes, unworked";;;;
"1210523";"6";"23.19.12";"23.19.1";"Paving blocks, bricks, tiles and other articles of pressed or moulded glass; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms";;;;
"1210524";"5";"23.19.2";"23.19";"Technical and other glass";;;;
"1210525";"6";"23.19.21";"23.19.2";"Glass envelopes, open, and glass parts thereof, for electric lamps, cathode-ray tubes or the like";;;;
"1210526";"6";"23.19.22";"23.19.2";"Glasses for clocks, watches or spectacles, not optically worked; hollow spheres and their segments, for the manufacture of such glasses";;;;
"1210527";"6";"23.19.23";"23.19.2";"Laboratory, hygienic or pharmaceutical glassware; ampoules of glass";;;;
"1210528";"6";"23.19.24";"23.19.2";"Glass parts for lamps and lighting fittings, illuminated signs, name-plates and the like";;;;
"1210529";"6";"23.19.25";"23.19.2";"Electrical insulators of glass";;;;
"1210530";"6";"23.19.26";"23.19.2";"Articles of glass n.e.c.";;;;
"1210531";"5";"23.19.9";"23.19";"Finishing services of other glass, including technical glassware; sub-contracted operations as part of manufacturing of other processed glass, including technical glassware";;;;
"1210532";"6";"23.19.91";"23.19.9";"Finishing services of other glass, including technical glassware";;;;
"1210533";"6";"23.19.99";"23.19.9";"Sub-contracted operations as part of manufacturing of other processed glass, including technical glassware";;;;
"1210534";"3";"23.2";"23";"Refractory products";;;;
"1210535";"4";"23.20";"23.2";"Refractory products";;;;
"1210536";"5";"23.20.1";"23.20";"Refractory products";;;;
"1210537";"6";"23.20.11";"23.20.1";"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals or earth";;;;
"1210538";"6";"23.20.12";"23.20.1";"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than of siliceous fossil meals or earths";;;;
"1210539";"6";"23.20.13";"23.20.1";"Refractory cements, mortars, concretes and similar compositions n.e.c.";;;;
"1210540";"6";"23.20.14";"23.20.1";"Unfired refractory products and other refractory ceramic goods";;;;
"1210541";"5";"23.20.9";"23.20";"Sub-contracted operations as part of manufacturing of refractory products";;;;
"1210542";"6";"23.20.99";"23.20.9";"Sub-contracted operations as part of manufacturing of refractory products";;;;
"1210543";"3";"23.3";"23";"Clay building materials";;;;
"1210544";"4";"23.31";"23.3";"Ceramic tiles and flags";;;;
"1210545";"5";"23.31.1";"23.31";"Ceramic tiles and flags";;;;
"1210546";"6";"23.31.10";"23.31.1";"Ceramic tiles and flags";;;;
"1210547";"5";"23.31.9";"23.31";"Sub-contracted operations as part of manufacturing of ceramic tiles and flags";;;;
"1210548";"6";"23.31.99";"23.31.9";"Sub-contracted operations as part of manufacturing of ceramic tiles and flags";;;;
"1210549";"4";"23.32";"23.3";"Bricks, tiles and construction products, in baked clay";;;;
"1210550";"5";"23.32.1";"23.32";"Bricks, tiles and construction products, in baked clay";;;;
"1210551";"6";"23.32.11";"23.32.1";"Non-refractory ceramic building bricks, flooring blocks, support or filler tiles and the like";;;;
"1210552";"6";"23.32.12";"23.32.1";"Roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods";;;;
"1210553";"6";"23.32.13";"23.32.1";"Ceramic pipes, conduits, guttering and pipe fittings";;;;
"1210554";"5";"23.32.9";"23.32";"Sub-contracted operations as part of manufacturing of bricks, tiles and construction products, in baked clay";;;;
"1210555";"6";"23.32.99";"23.32.9";"Sub-contracted operations as part of manufacturing of bricks, tiles and construction products, in baked clay";;;;
"1210556";"3";"23.4";"23";"Other porcelain and ceramic products";;;;
"1210557";"4";"23.41";"23.4";"Ceramic household and ornamental articles";;;;
"1210558";"5";"23.41.1";"23.41";"Ceramic household and ornamental articles";;;;
"1210559";"6";"23.41.11";"23.41.1";"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china";;;;
"1210560";"6";"23.41.12";"23.41.1";"Tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china";;;;
"1210561";"6";"23.41.13";"23.41.1";"Statuettes and other ornamental ceramic articles";;;;
"1210562";"5";"23.41.9";"23.41";"Sub-contracted operations as part of manufacturing of ceramic household and ornamental articles";;;;
"1210563";"6";"23.41.99";"23.41.9";"Sub-contracted operations as part of manufacturing of ceramic household and ornamental articles";;;;
"1210564";"4";"23.42";"23.4";"Ceramic sanitary fixtures";;;;
"1210565";"5";"23.42.1";"23.42";"Ceramic sanitary fixtures";;;;
"1210566";"6";"23.42.10";"23.42.1";"Ceramic sanitary fixtures";;;;
"1210567";"5";"23.42.9";"23.42";"Sub-contracted operations as part of manufacturing of ceramic sanitary fixtures";;;;
"1210568";"6";"23.42.99";"23.42.9";"Sub-contracted operations as part of manufacturing of ceramic sanitary fixtures";;;;
"1210569";"4";"23.43";"23.4";"Ceramic insulators and insulating fittings";;;;
"1210570";"5";"23.43.1";"23.43";"Electrical insulators of ceramics; insulating fittings, for electrical machines, appliances or equipment, of ceramics";;;;
"1210571";"6";"23.43.10";"23.43.1";"Electrical insulators of ceramics; insulating fittings, for electrical machines, appliances or equipment, of ceramics";;;;
"1210572";"5";"23.43.9";"23.43";"Sub-contracted operations as part of manufacturing of ceramic insulators and insulating fittings";;;;
"1210573";"6";"23.43.99";"23.43.9";"Sub-contracted operations as part of manufacturing of ceramic insulators and insulating fittings";;;;
"1210574";"4";"23.44";"23.4";"Other technical ceramic products";;;;
"1210575";"5";"23.44.1";"23.44";"Other technical ceramic products";;;;
"1210576";"6";"23.44.11";"23.44.1";"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china";;;;
"1210577";"6";"23.44.12";"23.44.1";"Ceramic wares for laboratory, chemical or other technical uses, other than of porcelain or china";;;;
"1210578";"5";"23.44.9";"23.44";"Sub-contracted operations as part of manufacturing of other technical ceramic products";;;;
"1210579";"6";"23.44.99";"23.44.9";"Sub-contracted operations as part of manufacturing of other technical ceramic products";;;;
"1210580";"4";"23.49";"23.4";"Other ceramic products";;;;
"1210581";"5";"23.49.1";"23.49";"Other ceramic products";;;;
"1210582";"6";"23.49.11";"23.49.1";"Ceramic articles for use in agriculture and for the conveyance or packing of goods";;;;
"1210583";"6";"23.49.12";"23.49.1";"Other non-structural ceramic articles n.e.c.";;;;
"1210584";"5";"23.49.9";"23.49";"Sub-contracted operations as part of manufacturing of other ceramic products";;;;
"1210585";"6";"23.49.99";"23.49.9";"Sub-contracted operations as part of manufacturing of other ceramic products";;;;
"1210586";"3";"23.5";"23";"Cement, lime and plaster";;;;
"1210587";"4";"23.51";"23.5";"Cement";;;;
"1210588";"5";"23.51.1";"23.51";"Cement";;;;
"1210589";"6";"23.51.11";"23.51.1";"Cement clinkers";;;;
"1210590";"6";"23.51.12";"23.51.1";"Portland cement, aluminous cement, slag cement and similar hydraulic cements";;;;
"1210591";"5";"23.51.9";"23.51";"Sub-contracted operations as part of manufacturing of cement";;;;
"1210592";"6";"23.51.99";"23.51.9";"Sub-contracted operations as part of manufacturing of cement";;;;
"1210593";"4";"23.52";"23.5";"Lime and plaster";;;;
"1210594";"5";"23.52.1";"23.52";"Quicklime, slaked lime and hydraulic lime";;;;
"1210595";"6";"23.52.10";"23.52.1";"Quicklime, slaked lime and hydraulic lime";;;;
"1210596";"5";"23.52.2";"23.52";"Plaster";;;;
"1210597";"6";"23.52.20";"23.52.2";"Plaster";;;;
"1210598";"5";"23.52.3";"23.52";"Calcined or agglomerated dolomite";;;;
"1210599";"6";"23.52.30";"23.52.3";"Calcined or agglomerated dolomite";;;;
"1210600";"5";"23.52.9";"23.52";"Sub-contracted operations as part of manufacturing of lime and plaster";;;;
"1210601";"6";"23.52.99";"23.52.9";"Sub-contracted operations as part of manufacturing of lime and plaster";;;;
"1210602";"3";"23.6";"23";"Articles of concrete, cement and plaster";;;;
"1210603";"4";"23.61";"23.6";"Concrete products for construction purposes";;;;
"1210604";"5";"23.61.1";"23.61";"Concrete products for construction";;;;
"1210605";"6";"23.61.11";"23.61.1";"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone";;;;
"1210606";"6";"23.61.12";"23.61.1";"Prefabricated structural components for building or civil engineering, of cement, concrete or artificial stone";;;;
"1210607";"5";"23.61.2";"23.61";"Prefabricated buildings of concrete";;;;
"1210608";"6";"23.61.20";"23.61.2";"Prefabricated buildings of concrete";;;;
"1210609";"5";"23.61.9";"23.61";"Sub-contracted operations as part of manufacturing of concrete products for construction purposes";;;;
"1210610";"6";"23.61.99";"23.61.9";"Sub-contracted operations as part of manufacturing of concrete products for construction purposes";;;;
"1210611";"4";"23.62";"23.6";"Plaster products for construction purposes";;;;
"1210612";"5";"23.62.1";"23.62";"Plaster products for construction purposes";;;;
"1210613";"6";"23.62.10";"23.62.1";"Plaster products for construction purposes";;;;
"1210614";"5";"23.62.9";"23.62";"Sub-contracted operations as part of manufacturing of plaster products for construction purposes";;;;
"1210615";"6";"23.62.99";"23.62.9";"Sub-contracted operations as part of manufacturing of plaster products for construction purposes";;;;
"1210616";"4";"23.63";"23.6";"Ready-mixed concrete";;;;
"1210617";"5";"23.63.1";"23.63";"Ready-mixed concrete";;;;
"1210618";"6";"23.63.10";"23.63.1";"Ready-mixed concrete";;;;
"1210619";"5";"23.63.9";"23.63";"Sub-contracted operations as part of manufacturing of ready-mixed concrete";;;;
"1210620";"6";"23.63.99";"23.63.9";"Sub-contracted operations as part of manufacturing of ready-mixed concrete";;;;
"1210621";"4";"23.64";"23.6";"Mortars";;;;
"1210622";"5";"23.64.1";"23.64";"Mortars";;;;
"1210623";"6";"23.64.10";"23.64.1";"Mortars";;;;
"1210624";"5";"23.64.9";"23.64";"Sub-contracted operations as part of manufacturing of mortars";;;;
"1210625";"6";"23.64.99";"23.64.9";"Sub-contracted operations as part of manufacturing of mortars";;;;
"1210626";"4";"23.65";"23.6";"Fibre cement";;;;
"1210627";"5";"23.65.1";"23.65";"Articles of fibre cement";;;;
"1210628";"6";"23.65.11";"23.65.1";"Boards, blocks and similar articles of vegetable fibre, straw or wood waste, agglomerated with mineral binders";;;;
"1210629";"6";"23.65.12";"23.65.1";"Articles of asbestos-cement, cellulose fibre-cement or the like";;;;
"1210630";"5";"23.65.9";"23.65";"Sub-contracted operations as part of manufacturing of articles of fibre cement";;;;
"1210631";"6";"23.65.99";"23.65.9";"Sub-contracted operations as part of manufacturing of articles of fibre cement";;;;
"1210632";"4";"23.69";"23.6";"Other articles of concrete, plaster and cement";;;;
"1210633";"5";"23.69.1";"23.69";"Other articles of concrete, plaster and cement";;;;
"1210634";"6";"23.69.11";"23.69.1";"Other articles of plaster or compositions based on plaster n.e.c.";;;;
"1210635";"6";"23.69.19";"23.69.1";"Articles of cement, concrete or artificial stone n.e.c.";;;;
"1210636";"5";"23.69.9";"23.69";"Sub-contracted operations as part of manufacturing of other articles of concrete, plaster and cement";;;;
"1210637";"6";"23.69.99";"23.69.9";"Sub-contracted operations as part of manufacturing of other articles of concrete, plaster and cement";;;;
"1210638";"3";"23.7";"23";"Cut, shaped and finished stone";;;;
"1210639";"4";"23.70";"23.7";"Cut, shaped and finished stone";;;;
"1210640";"5";"23.70.1";"23.70";"Cut, shaped and finished stone";;;;
"1210641";"6";"23.70.11";"23.70.1";"Marble, travertine, alabaster, worked, and articles thereof (except setts, curbstones, flagstones, tiles, cubes and similar articles); artificially coloured granules, chippings and powder of marble, travertine and alabaster";;;;
"1210642";"6";"23.70.12";"23.70.1";"Other worked ornamental or building stone and articles thereof; other artificially coloured granules and powder of natural stone; articles of agglomerated slate";;;;
"1210643";"5";"23.70.9";"23.70";"Sub-contracted operations as part of manufacturing of cut, shaped and finished stone";;;;
"1210644";"6";"23.70.99";"23.70.9";"Sub-contracted operations as part of manufacturing of cut, shaped and finished stone";;;;
"1210645";"3";"23.9";"23";"Other non-metallic mineral products";;;;
"1210646";"4";"23.91";"23.9";"Abrasive products";;;;
"1210647";"5";"23.91.1";"23.91";"Abrasive products";;;;
"1210648";"6";"23.91.11";"23.91.1";"Millstones, grindstones, grinding wheels and the like, without frameworks, for working stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics";;;;
"1210649";"6";"23.91.12";"23.91.1";"Abrasive powder or grain, on a base of textile fabric, paper or paperboard";;;;
"1210650";"5";"23.91.9";"23.91";"Sub-contracted operations as part of manufacturing of abrasive products";;;;
"1210651";"6";"23.91.99";"23.91.9";"Sub-contracted operations as part of manufacturing of abrasive products";;;;
"1210652";"4";"23.99";"23.9";"Other non-metallic mineral products n.e.c.";;;;
"1210653";"5";"23.99.1";"23.99";"Other non-metallic mineral products n.e.c.";;;;
"1210654";"6";"23.99.11";"23.99.1";"Fabricated asbestos fibres; mixtures with a basis of asbestos and magnesium carbonate; articles of such mixtures, or of asbestos; friction material for brakes, clutches and the like, not mounted";;;;
"1210655";"6";"23.99.12";"23.99.1";"Articles of asphalt or of similar material";;;;
"1210656";"6";"23.99.13";"23.99.1";"Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related substances as a binder";;;;
"1210657";"6";"23.99.14";"23.99.1";"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of semi-manufactures";;;;
"1210658";"6";"23.99.15";"23.99.1";"Artificial corundum";;;;
"1210659";"6";"23.99.19";"23.99.1";"Non-metallic mineral products n.e.c.";;;;
