"Order";"Level";"Code";"Parent";"Description";"This item includes";"This item also includes";"Rulings";"This item excludes"
"1211896";"5";"31.09.9";"31.09";"Finishing services of new furniture; sub-contracted operations as part of manufacturing of other furniture";;;;
"1211897";"6";"31.09.91";"31.09.9";"Finishing services of new furniture (except upholstering of chairs and seats)";;;;
"1211898";"6";"31.09.99";"31.09.9";"Sub-contracted operations as part of manufacturing of other furniture";;;;
"1211899";"2";"32";"C";"Other manufactured goods";;;;
"1211900";"3";"32.1";"32";"Jewellery, bijouterie and related articles";;;;
"1211901";"4";"32.11";"32.1";"Coins";;;;
"1211902";"5";"32.11.1";"32.11";"Coins";;;;
"1211903";"6";"32.11.10";"32.11.1";"Coins";;;;
"1211904";"5";"32.11.9";"32.11";"Sub-contracted operations as part of manufacturing of coins";;;;
"1211905";"6";"32.11.99";"32.11.9";"Sub-contracted operations as part of manufacturing of coins";;;;
"1211906";"4";"32.12";"32.1";"Jewellery and related articles";;;;
"1211907";"5";"32.12.1";"32.12";"Jewellery and related articles";;;;
"1211908";"6";"32.12.11";"32.12.1";"Cultured pearls, precious or semi-precious stones, including synthetic or reconstructed, worked but not set";;;;
"1211909";"6";"32.12.12";"32.12.1";"Industrial diamonds, worked; dust and powder of natural or synthetic precious or semi-precious stones";;;;
"1211910";"6";"32.12.13";"32.12.1";"Articles of jewellery and parts thereof; articles of goldsmiths' or silversmiths' wares and parts thereof";;;;
"1211911";"6";"32.12.14";"32.12.1";"Other articles of precious metal; articles of natural or cultured pearls, precious or semi precious stones";;;;
"1211912";"5";"32.12.9";"32.12";"Sub-contracted operations as part of manufacturing of jewellery and related articles";;;;
"1211913";"6";"32.12.99";"32.12.9";"Sub-contracted operations as part of manufacturing of jewellery and related articles";;;;
"1211914";"4";"32.13";"32.1";"Imitation jewellery and related articles";;;;
"1211915";"5";"32.13.1";"32.13";"Imitation jewellery and related articles";;;;
"1211916";"6";"32.13.10";"32.13.1";"Imitation jewellery and related articles";;;;
"1211917";"5";"32.13.9";"32.13";"Sub-contracted operations as part of manufacturing of imitation jewellery and related articles";;;;
"1211918";"6";"32.13.99";"32.13.9";"Sub-contracted operations as part of manufacturing of imitation jewellery and related articles";;;;
"1211919";"3";"32.2";"32";"Musical instruments";;;;
"1211920";"4";"32.20";"32.2";"Musical instruments";;;;
"1211921";"5";"32.20.1";"32.20";"Pianos, organs and other string and wind musical instruments, keyboards; metronomes, tuning forks; mechanisms for musical boxes";;;;
"1211922";"6";"32.20.11";"32.20.1";"Pianos and other keyboard stringed musical instruments";;;;
"1211923";"6";"32.20.12";"32.20.1";"Other string musical instruments";;;;
"1211924";"6";"32.20.13";"32.20.1";"Keyboard pipe organs, harmoniums and similar instruments; accordions and similar instruments; mouth organs; wind instruments";;;;
"1211925";"6";"32.20.14";"32.20.1";"Musical or keyboard instruments, the sound of which is produced, or must be amplified, electrically";;;;
"1211926";"6";"32.20.15";"32.20.1";"Other musical instruments";;;;
"1211927";"6";"32.20.16";"32.20.1";"Metronomes, tuning forks and pitch pipes; mechanisms for musical boxes; musical instrument strings";;;;
"1211928";"5";"32.20.2";"32.20";"Parts and accessories of musical instruments";;;;
"1211929";"6";"32.20.20";"32.20.2";"Parts and accessories of musical instruments";;;;
"1211930";"5";"32.20.9";"32.20";"Sub-contracted operations as part of manufacturing of musical instruments";;;;
"1211931";"6";"32.20.99";"32.20.9";"Sub-contracted operations as part of manufacturing of musical instruments";;;;
"1211932";"3";"32.3";"32";"Sports goods";;;;
"1211933";"4";"32.30";"32.3";"Sports goods";;;;
"1211934";"5";"32.30.1";"32.30";"Sports goods";;;;
"1211935";"6";"32.30.11";"32.30.1";"Snow-skis and other snow-ski equipment, except footwear; ice skates and roller skates; parts thereof";;;;
"1211936";"6";"32.30.12";"32.30.1";"Snow-ski footwear";;;;
"1211937";"6";"32.30.13";"32.30.1";"Water-skis, surfboards, sailboards and other water-sport equipment";;;;
"1211938";"6";"32.30.14";"32.30.1";"Gymnasium, fitness centre or athletics articles and equipment";;;;
"1211939";"6";"32.30.15";"32.30.1";"Other articles and equipment for sports or outdoor games; swimming pools and paddling pools";;;;
"1211940";"6";"32.30.16";"32.30.1";"Fishing rods, other line fishing tackle; articles for hunting or fishing n.e.c.";;;;
"1211941";"5";"32.30.9";"32.30";"Sub-contracted operations as part of manufacturing of sports goods";;;;
"1211942";"6";"32.30.99";"32.30.9";"Sub-contracted operations as part of manufacturing of sports goods";;;;
"1211943";"3";"32.4";"32";"Games and toys";;;;
"1211944";"4";"32.40";"32.4";"Games and toys";;;;
"1211945";"5";"32.40.1";"32.40";"Dolls representing only human beings; toys representing animals or non-human creatures; parts thereof";;;;
"1211946";"6";"32.40.11";"32.40.1";"Dolls representing only human beings";;;;
"1211947";"6";"32.40.12";"32.40.1";"Toys representing animals or non-human creatures";;;;
"1211948";"6";"32.40.13";"32.40.1";"Parts and accessories of dolls representing human beings";;;;
"1211949";"5";"32.40.2";"32.40";"Toy trains and their accessories; other reduced-size models or construction sets and constructional toys";;;;
"1211950";"6";"32.40.20";"32.40.2";"Toy trains and their accessories; other reduced-size models or construction sets and constructional toys";;;;
"1211951";"5";"32.40.3";"32.40";"Other toys, including toy musical instruments";;;;
"1211952";"6";"32.40.31";"32.40.3";"Wheeled toys designed to be ridden by children; dolls' carriages";;;;
"1211953";"6";"32.40.32";"32.40.3";"Puzzles";;;;
"1211954";"6";"32.40.39";"32.40.3";"Games and toys n.e.c.";;;;
"1211955";"5";"32.40.4";"32.40";"Other games";;;;
"1211956";"6";"32.40.41";"32.40.4";"Playing cards";;;;
"1211957";"6";"32.40.42";"32.40.4";"Articles for billiards, articles for funfair, table or parlour games; other games, coin- or disc-operated";;;;
"1211958";"5";"32.40.9";"32.40";"Sub-contracted operations as part of manufacturing of games and toys";;;;
"1211959";"6";"32.40.99";"32.40.9";"Sub-contracted operations as part of manufacturing of games and toys";;;;
"1211960";"3";"32.5";"32";"Medical and dental instruments and supplies";;;;
"1211961";"4";"32.50";"32.5";"Medical and dental instruments and supplies";;;;
"1211962";"5";"32.50.1";"32.50";"Medical, surgical and dental instruments and appliances";;;;
"1211963";"6";"32.50.11";"32.50.1";"Instruments and appliances used in dental treatment";;;;
"1211964";"6";"32.50.12";"32.50.1";"Medical, surgical or laboratory sterilisers";;;;
"1211965";"6";"32.50.13";"32.50.1";"Syringes, needles, catheters, cannulae and the like; ophthalmic and other instruments and appliances n.e.c.";;;;
"1211966";"5";"32.50.2";"32.50";"Therapeutic instruments and appliances; accessories, protheses and orthopaedic appliances";;;;
"1211967";"6";"32.50.21";"32.50.2";"Therapeutic instruments and appliances; breathing appliances";;;;
"1211968";"6";"32.50.22";"32.50.2";"Artificial joints; orthopaedic appliances; artificial teeth; dental fittings; artificial parts of the body n.e.c.";;;;
"1211969";"6";"32.50.23";"32.50.2";"Parts and accessories of prostheses and orthopaedic appliances";;;;
"1211970";"5";"32.50.3";"32.50";"Medical, surgical, dental or veterinary furniture; barbers' chairs and similar chairs and parts thereof";;;;
"1211971";"6";"32.50.30";"32.50.3";"Medical, surgical, dental or veterinary furniture; barbers' chairs and similar chairs and parts thereof";;;;
"1211972";"5";"32.50.4";"32.50";"Spectacles, lenses and parts thereof";;;;
"1211973";"6";"32.50.41";"32.50.4";"Contact lenses; spectacle lenses of any material";;;;
"1211974";"6";"32.50.42";"32.50.4";"Spectacles, goggles and the like, corrective, protective or other";;;;
"1211975";"6";"32.50.43";"32.50.4";"Frames and mountings for spectacles, goggles or the like";;;;
"1211976";"6";"32.50.44";"32.50.4";"Parts of frames and mountings for spectacles, goggles or the like";;;;
"1211977";"5";"32.50.5";"32.50";"Other articles for medical or surgical purposes";;;;
"1211978";"6";"32.50.50";"32.50.5";"Other articles for medical or surgical purposes";;;;
"1211979";"5";"32.50.9";"32.50";"Sub-contracted operations as part of manufacturing of medical and surgical equipment and orthopaedic appliances";;;;
"1211980";"6";"32.50.99";"32.50.9";"Sub-contracted operations as part of manufacturing of medical and surgical equipment and orthopaedic appliances";;;;
"1211981";"3";"32.9";"32";"Manufactured goods n.e.c.";;;;
"1211982";"4";"32.91";"32.9";"Brooms and brushes";;;;
"1211983";"5";"32.91.1";"32.91";"Brooms and brushes";;;;
"1211984";"6";"32.91.11";"32.91.1";"Brooms and brushes for household cleaning";;;;
"1211985";"6";"32.91.12";"32.91.1";"Tooth brushes, hair brushes and other toilet brushes for use on the person; artists' brushes, writing brushes and brushes for cosmetics";;;;
"1211986";"6";"32.91.19";"32.91.1";"Other brushes n.e.c.";;;;
"1211987";"5";"32.91.9";"32.91";"Sub-contracted operations as part of manufacturing of brooms and brushes";;;;
"1211988";"6";"32.91.99";"32.91.9";"Sub-contracted operations as part of manufacturing of brooms and brushes";;;;
"1211989";"4";"32.99";"32.9";"Other manufactured goods n.e.c.";;;;
"1211990";"5";"32.99.1";"32.99";"Safety headgear; pens and pencils, boards, date, sealing or numbering stamps; typewriter ribbons, ink-pads";;;;
"1211991";"6";"32.99.11";"32.99.1";"Safety headgear and other safety products";;;;
"1211992";"6";"32.99.12";"32.99.1";"Ball point pens; felt-tipped and other porous-tipped pens and markers; propelling or sliding pencils";;;;
"1211993";"6";"32.99.13";"32.99.1";"Indian ink drawing pens; fountain pens, stylograph pens and other pens";;;;
"1211994";"6";"32.99.14";"32.99.1";"Sets of writing implements, pen- and pencil-holders and similar holders; parts thereof";;;;
"1211995";"6";"32.99.15";"32.99.1";"Pencils, crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks";;;;
"1211996";"6";"32.99.16";"32.99.1";"Slates and boards; date, sealing or numbering stamps and the like; typewriter or similar ribbons; ink-pads";;;;
"1211997";"5";"32.99.2";"32.99";"Umbrellas; walking-sticks; buttons; button-moulds; fasteners; parts thereof";;;;
"1211998";"6";"32.99.21";"32.99.2";"Umbrellas and sun umbrellas; walking-sticks, seat-sticks and the like";;;;
"1211999";"6";"32.99.22";"32.99.2";"Parts, trimmings and accessories of umbrellas, sun umbrellas, walking-sticks, seat-sticks and the like";;;;
"1212000";"6";"32.99.23";"32.99.2";"Press-fasteners, snap-fasteners, press-studs and parts thereof; buttons; slide fasteners";;;;
"1212001";"6";"32.99.24";"32.99.2";"Button moulds and other parts of buttons; button blanks; parts of slide fasteners";;;;
"1212002";"5";"32.99.3";"32.99";"Products of human or animal hair; similar products of textile materials";;;;
"1212003";"6";"32.99.30";"32.99.3";"Products of human or animal hair; similar products of textile materials";;;;
"1212004";"5";"32.99.4";"32.99";"Lighters, pipes and parts thereof; articles of combustible material; liquid or liquefied gas fuels";;;;
"1212005";"6";"32.99.41";"32.99.4";"Cigarette lighters and other lighters; smoking pipes and cigar or cigarette holders and parts thereof";;;;
"1212006";"6";"32.99.42";"32.99.4";"Parts of lighters; pyrophoric alloys; articles of combustible materials";;;;
"1212007";"6";"32.99.43";"32.99.4";"Liquid or liquefied-gas fuels for lighters, in containers of a capacity ≤ 300 cm³";;;;
"1212008";"5";"32.99.5";"32.99";"Other articles n.e.c.";;;;
"1212009";"6";"32.99.51";"32.99.5";"Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes";;;;
"1212010";"6";"32.99.52";"32.99.5";"Scent sprays and mounts and heads therefor";;;;
"1212011";"6";"32.99.53";"32.99.5";"Instruments, apparatus and models designed for demonstrational purposes";;;;
"1212012";"6";"32.99.54";"32.99.5";"Candles, tapers and the like";;;;
"1212013";"6";"32.99.55";"32.99.5";"Artificial flowers, foliage and fruit and parts thereof";;;;
"1212014";"6";"32.99.59";"32.99.5";"Other miscellaneous articles n.e.c.";;;;
"1212015";"5";"32.99.6";"32.99";"Taxidermy services";;;;
"1212016";"6";"32.99.60";"32.99.6";"Taxidermy services";;;;
"1212017";"5";"32.99.9";"32.99";"Sub-contracted operations as part of manufacturing of other manufactured goods n.e.c.";;;;
"1212018";"6";"32.99.99";"32.99.9";"Sub-contracted operations as part of manufacturing of other manufactured goods n.e.c.";;;;
"1212019";"2";"33";"C";"Repair and installation services of machinery and equipment";;;;
"1212020";"3";"33.1";"33";"Repair services of fabricated metal products, machinery and equipment";;;;
"1212021";"4";"33.11";"33.1";"Repair services of fabricated metal products";;;;
"1212022";"5";"33.11.1";"33.11";"Repair and maintenance services of fabricated metal products";;;;
"1212023";"6";"33.11.11";"33.11.1";"Repair and maintenance services of structural metal products";;;;
"1212024";"6";"33.11.12";"33.11.1";"Repair and maintenance services of tanks, reservoirs and containers of metal";;;;
"1212025";"6";"33.11.13";"33.11.1";"Repair and maintenance services of steam generators, except central heating hot water boilers";;;;
"1212026";"6";"33.11.14";"33.11.1";"Repair and maintenance services of weapons and ammunition";;;;
"1212027";"6";"33.11.19";"33.11.1";"Repair and maintenance services of other fabricated metal products";;;;
"1212028";"4";"33.12";"33.1";"Repair services of machinery";;;;
"1212029";"5";"33.12.1";"33.12";"Repair and maintenance services of general-purpose machinery";;;;
"1212030";"6";"33.12.11";"33.12.1";"Repair and maintenance services of engines and turbines, except aircraft, vehicle and cycle engines";;;;
"1212031";"6";"33.12.12";"33.12.1";"Repair and maintenance services of fluid power equipment, other pumps, compressors, taps and valves";;;;
"1212032";"6";"33.12.13";"33.12.1";"Repair and maintenance services of bearings, gears, gearing and driving elements";;;;
"1212033";"6";"33.12.14";"33.12.1";"Repair and maintenance services of ovens, furnaces and furnace burners";;;;
"1212034";"6";"33.12.15";"33.12.1";"Repair and maintenance services of lifting and handling equipment";;;;
"1212035";"6";"33.12.16";"33.12.1";"Repair and maintenance services of office machinery and equipment (except computers and peripherical equipment)";;;;
"1212036";"6";"33.12.17";"33.12.1";"Repair and maintenance services of power-driven hand tools";;;;
"1212037";"6";"33.12.18";"33.12.1";"Repair and maintenance services of non-domestic cooling and ventilation equipment";;;;
"1212038";"6";"33.12.19";"33.12.1";"Repair and maintenance services of other general-purpose machinery n.e.c.";;;;
"1212039";"5";"33.12.2";"33.12";"Repair and maintenance services of special-purpose machinery";;;;
"1212040";"6";"33.12.21";"33.12.2";"Repair and maintenance services of agricultural and forestry machinery";;;;
"1212041";"6";"33.12.22";"33.12.2";"Repair and maintenance services of metal forming machinery and machine tools";;;;
"1212042";"6";"33.12.23";"33.12.2";"Repair and maintenance services of machinery for metallurgy";;;;
"1212043";"6";"33.12.24";"33.12.2";"Repair and maintenance services of machinery for mining, quarrying and construction";;;;
"1212044";"6";"33.12.25";"33.12.2";"Repair and maintenance services of machinery for food, beverage and tobacco processing";;;;
"1212045";"6";"33.12.26";"33.12.2";"Repair and maintenance services of machinery for textile, apparel and leather production";;;;
"1212046";"6";"33.12.27";"33.12.2";"Repair and maintenance services of machinery for paper and paperboard production";;;;
"1212047";"6";"33.12.28";"33.12.2";"Repair and maintenance services of machinery for plastics and rubber";;;;
"1212048";"6";"33.12.29";"33.12.2";"Repair and maintenance services of other special-purpose machinery";;;;
"1212049";"4";"33.13";"33.1";"Repair services of electronic and optical equipment";;;;
"1212050";"5";"33.13.1";"33.13";"Repair and maintenance services of electronic and optical equipment";;;;
"1212051";"6";"33.13.11";"33.13.1";"Repair and maintenance services of instruments and appliances for measuring, testing and navigation";;;;
"1212052";"6";"33.13.12";"33.13.1";"Repair and maintenance services of irradiation, electromedical and electrotherapeutic equipment";;;;
"1212053";"6";"33.13.13";"33.13.1";"Repair and maintenance services of professional optical instruments and photographic equipment";;;;
"1212054";"6";"33.13.19";"33.13.1";"Repair and maintenance services of other professional electronic equipment";;;;
"1212055";"4";"33.14";"33.1";"Repair services of electrical equipment";;;;
"1212056";"5";"33.14.1";"33.14";"Repair and maintenance services of electrical equipment";;;;
"1212057";"6";"33.14.11";"33.14.1";"Repair and maintenance of electric motors, generators, transformers and electricity distribution and control apparatus";;;;
"1212058";"6";"33.14.19";"33.14.1";"Repair and maintenance services of other professional electrical equipment";;;;
"1212059";"4";"33.15";"33.1";"Repair and maintenance services of ships and boats";;;;
"1212060";"5";"33.15.1";"33.15";"Repair and maintenance services of ships and boats";;;;
"1212061";"6";"33.15.10";"33.15.1";"Repair and maintenance services of ships and boats";;;;
"1212062";"4";"33.16";"33.1";"Repair and maintenance services of aircraft and spacecraft";;;;
"1212063";"5";"33.16.1";"33.16";"Repair and maintenance services of aircraft and spacecraft";;;;
"1212064";"6";"33.16.10";"33.16.1";"Repair and maintenance services of aircraft and spacecraft";;;;
"1212065";"4";"33.17";"33.1";"Repair and maintenance services of other transport equipment";;;;
"1212066";"5";"33.17.1";"33.17";"Repair and maintenance services of other transport equipment";;;;
"1212067";"6";"33.17.11";"33.17.1";"Repair and maintenance services of railway locomotives and rolling-stock";;;;
"1212068";"6";"33.17.19";"33.17.1";"Repair and maintenance services of other transport equipment n.e.c.";;;;
"1212069";"4";"33.19";"33.1";"Repair services of other equipment";;;;
"1212070";"5";"33.19.1";"33.19";"Repair services of other equipment";;;;
"1212071";"6";"33.19.10";"33.19.1";"Repair services of other equipment";;;;
"1212072";"3";"33.2";"33";"Installation services of industrial machinery and equipment";;;;
"1212073";"4";"33.20";"33.2";"Installation services of industrial machinery and equipment";;;;
"1212074";"5";"33.20.1";"33.20";"Installation services of fabricated metal products, except machinery and equipment";;;;
"1212075";"6";"33.20.11";"33.20.1";"Installation services of steam generators, except central heating hot water boilers, including installation services for metal pipe systems in industrial plants";;;;
"1212076";"6";"33.20.12";"33.20.1";"Installation services of other fabricated metal products, except machinery and equipment";;;;
"1212077";"5";"33.20.2";"33.20";"Installation services of general-purpose machinery";;;;
"1212078";"6";"33.20.21";"33.20.2";"Installation services of office and accounting machinery";;;;
"1212079";"6";"33.20.29";"33.20.2";"Installation services of other general-purpose machinery n.e.c.";;;;
"1212080";"5";"33.20.3";"33.20";"Installation services of special-purpose machinery";;;;
"1212081";"6";"33.20.31";"33.20.3";"Installation services of industrial machinery and equipment for agriculture";;;;
"1212082";"6";"33.20.32";"33.20.3";"Installation services of metal forming machinery";;;;
"1212083";"6";"33.20.33";"33.20.3";"Installation services of industrial machinery and equipment for metallurgy";;;;
"1212084";"6";"33.20.34";"33.20.3";"Installation services of industrial machinery and equipment for mining";;;;
"1212085";"6";"33.20.35";"33.20.3";"Installation services of industrial machinery and equipment for food, beverages and tobacco processing";;;;
"1212086";"6";"33.20.36";"33.20.3";"Installation services of industrial machinery and equipment for textiles, apparel and leather production";;;;
"1212087";"6";"33.20.37";"33.20.3";"Installation services of industrial machinery and equipment for paper and paperboard production";;;;
"1212088";"6";"33.20.38";"33.20.3";"Installation services of industrial machinery and equipment for plastic and rubber production";;;;
"1212089";"6";"33.20.39";"33.20.3";"Installation services of other special-purpose machinery";;;;
"1212090";"5";"33.20.4";"33.20";"Installation services of electronic and optical equipment";;;;
"1212091";"6";"33.20.41";"33.20.4";"Installation services of professional medical machinery and precision and optical instruments";;;;
"1212092";"6";"33.20.42";"33.20.4";"Installation services of professional electronic equipment";;;;
"1212093";"5";"33.20.5";"33.20";"Installation services of electrical equipment";;;;
"1212094";"6";"33.20.50";"33.20.5";"Installation services of electrical equipment";;;;
"1212095";"5";"33.20.6";"33.20";"Installation services of industrial process control equipment";;;;
"1212096";"6";"33.20.60";"33.20.6";"Installation services of industrial process control equipment";;;;
"1212097";"5";"33.20.7";"33.20";"Installation services of other goods n.e.c.";;;;
"1212098";"6";"33.20.70";"33.20.7";"Installation services of other goods n.e.c.";;;;
"1212099";"1";"D";;"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING";;;;
"1212100";"2";"35";"D";"Electricity, gas, steam and air conditioning";;;;
"1212101";"3";"35.1";"35";"Electricity, transmission and distribution services";;;;
"1212102";"4";"35.11";"35.1";"Electricity";;;;
"1212103";"5";"35.11.1";"35.11";"Electricity";;;;
"1212104";"6";"35.11.10";"35.11.1";"Electricity";;;;
"1212105";"4";"35.12";"35.1";"Transmission services of electricity";;;;
"1212106";"5";"35.12.1";"35.12";"Transmission services of electricity";;;;
"1212107";"6";"35.12.10";"35.12.1";"Transmission services of electricity";;;;
"1212108";"4";"35.13";"35.1";"Distribution services of electricity";;;;
"1212109";"5";"35.13.1";"35.13";"Distribution services of electricity";;;;
"1212110";"6";"35.13.10";"35.13.1";"Distribution services of electricity";;;;
"1212111";"4";"35.14";"35.1";"Trade services of electricity";;;;
"1212112";"5";"35.14.1";"35.14";"Trade services of electricity";;;;
"1212113";"6";"35.14.10";"35.14.1";"Trade services of electricity";;;;
"1212114";"3";"35.2";"35";"Manufactured gas; distribution services of gaseous fuels through mains";;;;
"1212115";"4";"35.21";"35.2";"Manufactured gas";;;;
"1212116";"5";"35.21.1";"35.21";"Coal gas, water gas, producer gas and similar gases, other than petroleum gases";;;;
"1212117";"6";"35.21.10";"35.21.1";"Coal gas, water gas, producer gas and similar gases, other than petroleum gases";;;;
"1212118";"4";"35.22";"35.2";"Distribution services of gaseous fuels through mains";;;;
"1212119";"5";"35.22.1";"35.22";"Distribution services of gaseous fuels through mains";;;;
"1212120";"6";"35.22.10";"35.22.1";"Distribution services of gaseous fuels through mains";;;;
"1212121";"4";"35.23";"35.2";"Trade services of gas through mains";;;;
"1212122";"5";"35.23.1";"35.23";"Trade services of gas through mains";;;;
"1212123";"6";"35.23.10";"35.23.1";"Trade services of gas through mains";;;;
"1212124";"3";"35.3";"35";"Steam and air conditioning supply services";;;;
"1212125";"4";"35.30";"35.3";"Steam and air conditioning supply services";;;;
"1212126";"5";"35.30.1";"35.30";"Steam and hot water; steam and hot water supply services";;;;
"1212127";"6";"35.30.11";"35.30.1";"Steam and hot water";;;;
"1212128";"6";"35.30.12";"35.30.1";"Steam and hot water supply services through mains";;;;
"1212129";"5";"35.30.2";"35.30";"Ice; cooled air and chilled water supply services";;;;
"1212130";"6";"35.30.21";"35.30.2";"Ice, including ice for cooling (i.e. non-food) purposes";;;;
"1212131";"6";"35.30.22";"35.30.2";"Cooled air and chilled water supply services";;;;
"1212132";"1";"E";;"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION SERVICES";;;;
"1212133";"2";"36";"E";"Natural water; water treatment and supply services";;;;
"1212134";"3";"36.0";"36";"Natural water; water treatment and supply services";;;;
"1212135";"4";"36.00";"36.0";"Natural water; water treatment and supply services";;;;
"1212136";"5";"36.00.1";"36.00";"Natural water";;;;
"1212137";"6";"36.00.11";"36.00.1";"Drinking water";;;;
"1212138";"6";"36.00.12";"36.00.1";"Non-drinking water";;;;
"1212139";"5";"36.00.2";"36.00";"Treatment and distribution services of water through mains";;;;
"1212140";"6";"36.00.20";"36.00.2";"Treatment and distribution services of water through mains";;;;
"1212141";"5";"36.00.3";"36.00";"Trade services of water through mains";;;;
"1212142";"6";"36.00.30";"36.00.3";"Trade services of water through mains";;;;
"1212143";"2";"37";"E";"Sewerage services; sewage sludge";;;;
"1212144";"3";"37.0";"37";"Sewerage services; sewage sludge";;;;
"1212145";"4";"37.00";"37.0";"Sewerage services; sewage sludge";;;;
"1212146";"5";"37.00.1";"37.00";"Sewerage services";;;;
"1212147";"6";"37.00.11";"37.00.1";"Sewage removal and treatment services";;;;
"1212148";"6";"37.00.12";"37.00.1";"Treatment services of cesspools and septic tanks";;;;
"1212149";"5";"37.00.2";"37.00";"Sewage sludge";;;;
"1212150";"6";"37.00.20";"37.00.2";"Sewage sludge";;;;
"1212151";"2";"38";"E";"Waste collection, treatment and disposal services; materials recovery services";;;;
"1212152";"3";"38.1";"38";"Waste; waste collection services";;;;
"1212153";"4";"38.11";"38.1";"Non-hazardous waste; collection services of non-hazardous waste";;;;
"1212154";"5";"38.11.1";"38.11";"Collection services of non-hazardous recyclable waste";;;;
"1212155";"6";"38.11.11";"38.11.1";"Collection services of non-hazardous recyclable waste, municipal";;;;
"1212156";"6";"38.11.19";"38.11.1";"Collection services of non-hazardous recyclable waste, other";;;;
"1212157";"5";"38.11.2";"38.11";"Collection services of non-hazardous non-recyclable waste";;;;
"1212158";"6";"38.11.21";"38.11.2";"Collection services of non-hazardous non-recyclable waste, municipal";;;;
"1212159";"6";"38.11.29";"38.11.2";"Collection services of non-hazardous non-recyclable waste, other";;;;
"1212160";"5";"38.11.3";"38.11";"Non-recyclable non-hazardous waste, collected";;;;
"1212161";"6";"38.11.31";"38.11.3";"Non-recyclable non-hazardous municipal waste";;;;
"1212162";"6";"38.11.39";"38.11.3";"Other non-recyclable non-hazardous waste";;;;
"1212163";"5";"38.11.4";"38.11";"Wrecks, for dismantling";;;;
"1212164";"6";"38.11.41";"38.11.4";"Vessels and other floating structures, for breaking up";;;;
"1212165";"6";"38.11.49";"38.11.4";"Used automobiles, computers, televisions and other equipment for dismantling";;;;
"1212166";"5";"38.11.5";"38.11";"Other recyclable non-hazardous waste, collected";;;;
"1212167";"6";"38.11.51";"38.11.5";"Glass waste";;;;
"1212168";"6";"38.11.52";"38.11.5";"Paper and paperboard waste";;;;
"1212169";"6";"38.11.53";"38.11.5";"Used pneumatic tyres of rubber";;;;
"1212170";"6";"38.11.54";"38.11.5";"Other rubber waste";;;;
"1212171";"6";"38.11.55";"38.11.5";"Plastic waste";;;;
"1212172";"6";"38.11.56";"38.11.5";"Textile waste";;;;
"1212173";"6";"38.11.57";"38.11.5";"Leather waste";;;;
"1212174";"6";"38.11.58";"38.11.5";"Non-hazardous metal waste";;;;
"1212175";"6";"38.11.59";"38.11.5";"Other non-hazardous recyclable waste n.e.c.";;;;
"1212176";"5";"38.11.6";"38.11";"Services of transfer facilities for non-hazardous waste";;;;
"1212177";"6";"38.11.61";"38.11.6";"Services of transfer facilities for non-hazardous recyclable waste";;;;
"1212178";"6";"38.11.69";"38.11.6";"Services of transfer facilities for other non-hazardous waste";;;;
"1212179";"4";"38.12";"38.1";"Hazardous waste; collection services of hazardous waste";;;;
"1212180";"5";"38.12.1";"38.12";"Collection services of hazardous waste";;;;
"1212181";"6";"38.12.11";"38.12.1";"Collection services of hazardous medical and other biohazardous waste";;;;
"1212182";"6";"38.12.12";"38.12.1";"Collection services of other hazardous industrial waste";;;;
"1212183";"6";"38.12.13";"38.12.1";"Collection services of hazardous municipal waste";;;;
"1212184";"5";"38.12.2";"38.12";"Hazardous waste, collected";;;;
"1212185";"6";"38.12.21";"38.12.2";"Spent (irradiated) fuel elements (cartridges) of nuclear reactors";;;;
"1212186";"6";"38.12.22";"38.12.2";"Pharmaceutical waste";;;;
"1212187";"6";"38.12.23";"38.12.2";"Other medical hazardous waste";;;;
"1212188";"6";"38.12.24";"38.12.2";"Hazardous chemical waste";;;;
"1212189";"6";"38.12.25";"38.12.2";"Waste oils";;;;
"1212190";"6";"38.12.26";"38.12.2";"Hazardous metal waste";;;;
"1212191";"6";"38.12.27";"38.12.2";"Waste and scrap of primary cells, primary batteries and electric accumulators";;;;
"1212192";"6";"38.12.29";"38.12.2";"Other hazardous waste";;;;
"1212193";"5";"38.12.3";"38.12";"Services of transfer facilities for hazardous waste";;;;
"1212194";"6";"38.12.30";"38.12.3";"Services of transfer facilities for hazardous waste";;;;
"1212195";"3";"38.2";"38";"Waste treatment and disposal services";;;;
"1212196";"4";"38.21";"38.2";"Treatment and disposal services of non-hazardous waste";;;;
"1212197";"5";"38.21.1";"38.21";"Non-hazardous waste treatment for final disposal services";;;;
"1212198";"6";"38.21.10";"38.21.1";"Non-hazardous waste treatment for final disposal services";;;;
"1212199";"5";"38.21.2";"38.21";"Non-hazardous waste disposal services";;;;
"1212200";"6";"38.21.21";"38.21.2";"Sanitary landfill services";;;;
"1212201";"6";"38.21.22";"38.21.2";"Other landfill services";;;;
"1212202";"6";"38.21.23";"38.21.2";"Incineration services of non-hazardous waste";;;;
"1212203";"6";"38.21.29";"38.21.2";"Other non-hazardous waste disposal services";;;;
"1212204";"5";"38.21.3";"38.21";"Waste organic solvents";;;;
"1212205";"6";"38.21.30";"38.21.3";"Waste organic solvents";;;;
