"Order";"Level";"Code";"Parent";"Description"
"683836";"5";"47313";"4731";"Television receivers, whether or not combined with radio-broadcast receivers or sound or video recording or reproducing apparatus"
"683837";"5";"47314";"4731";"Monitors and projectors, not incorporating television reception apparatus and not principally used in an automatic data processing system"
"683838";"5";"47315";"4731";"Monitors and projectors, principally used in an automatic data processing system"
"683839";"4";"4732";"473";"Apparatus for sound and video recording and reproducing"
"683840";"5";"47321";"4732";"Sound recording or reproducing apparatus"
"683841";"5";"47323";"4732";"Video recording or reproducing apparatus"
"683842";"4";"4733";"473";"Microphones and stands therefor; loudspeakers; headphones, earphones and combined microphone/speaker sets; audio-frequency electric amplifiers; electric sound amplifier sets"
"683843";"5";"47330";"4733";"Microphones and stands therefor; loudspeakers; headphones, earphones and combined microphone/speaker sets; audio-frequency electric amplifiers; electric sound amplifier sets"
"683844";"3";"474";"47";"Parts for the goods of classes 4721 to 4733 and 4822"
"683845";"4";"4740";"474";"Parts for the goods of classes 4721 to 4733 and 4822"
"683846";"5";"47401";"4740";"Parts for the goods of subclasses 47221 to 47223"
"683847";"5";"47402";"4740";"Parts for the goods of subclasses 47321, 47323 and 47330"
"683848";"5";"47403";"4740";"Parts for the goods of subclasses 47211 to 47213, 47311 to 47315 and 48220"
"683849";"3";"475";"47";"Disks, tapes, solid-state non-volatile storage devices and other media, not recorded"
"683850";"4";"4753";"475";"Magnetic media, not recorded, except cards with a magnetic stripe"
"683851";"5";"47530";"4753";"Magnetic media, not recorded, except cards with a magnetic stripe"
"683852";"4";"4754";"475";"Optical media, not recorded"
"683853";"5";"47540";"4754";"Optical media, not recorded"
"683854";"4";"4755";"475";"Solid-state non-volatile storage devices"
"683855";"5";"47550";"4755";"Solid-state non-volatile storage devices"
"683856";"4";"4759";"475";"Other recording media, including matrices and masters for the production of disks"
"683857";"5";"47590";"4759";"Other recording media, including matrices and masters for the production of disks"
"683858";"3";"476";"47";"Audio, video and other disks, tapes and other physical media, recorded"
"683859";"4";"4761";"476";"Musical audio disks, tapes or other physical media"
"683860";"5";"47610";"4761";"Musical audio disks, tapes or other physical media"
"683861";"4";"4762";"476";"Films and other video content on disks, tape or other physical media"
"683862";"5";"47620";"4762";"Films and other video content on disks, tape or other physical media"
"683863";"4";"4769";"476";"Other recorded disks, tapes or other physical media"
"683864";"5";"47691";"4769";"Audio books on disk, tape or other physical media"
"683865";"5";"47692";"4769";"Text-based disks, tapes or other physical media"
"683866";"5";"47699";"4769";"Other non-musical audio disks and tapes"
"683867";"3";"478";"47";"Packaged software"
"683868";"4";"4781";"478";"Systems software, packaged"
"683869";"5";"47811";"4781";"Operating systems, packaged"
"683870";"5";"47812";"4781";"Network software, packaged"
"683871";"5";"47813";"4781";"Database management software, packaged"
"683872";"5";"47814";"4781";"Development tools and programming languages software, packaged"
"683873";"4";"4782";"478";"Application software, packaged"
"683874";"5";"47821";"4782";"General business productivity and home use applications, packaged"
"683875";"5";"47822";"4782";"Computer game software, packaged"
"683876";"5";"47829";"4782";"Other application software, packaged"
"683877";"3";"479";"47";"Cards with magnetic strips or chip"
"683878";"4";"4791";"479";"Cards with a magnetic stripe"
"683879";"5";"47910";"4791";"Cards with a magnetic stripe"
"683880";"4";"4792";"479";"""Smart cards"""
"683881";"5";"47920";"4792";"""Smart cards"""
"683882";"2";"48";"4";"Medical appliances, precision and optical instruments, watches and clocks"
"683883";"3";"481";"48";"Medical and surgical equipment and orthopaedic appliances"
"683884";"4";"4811";"481";"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
"683885";"5";"48110";"4811";"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
"683886";"4";"4812";"481";"Electro-diagnostic apparatus, and ultra-violet or infra-red ray apparatus, used in medical, surgical, dental or veterinary sciences"
"683887";"5";"48121";"4812";"Electro-diagnostic apparatus, used in medical, surgical, dental or veterinary sciences"
"683888";"5";"48122";"4812";"Ultra-violet or infra-red ray apparatus, used in medical, surgical, dental or veterinary sciences"
"683889";"4";"4813";"481";"Other instruments and appliances (except syringes, needles and the like), used in dental sciences"
"683890";"5";"48130";"4813";"Other instruments and appliances (except syringes, needles and the like), used in dental sciences"
"683891";"4";"4814";"481";"Medical, surgical or laboratory sterilizers"
"683892";"5";"48140";"4814";"Medical, surgical or laboratory sterilizers"
"683893";"4";"4815";"481";"Other instruments and appliances used in medical, surgical or veterinary sciences (including syringes, needles, catheters, cannulae, ophthalmic instruments and appliances n.e.c. and electro-medical apparatus n.e.c.)"
"683894";"5";"48150";"4815";"Other instruments and appliances used in medical, surgical or veterinary sciences (including syringes, needles, catheters, cannulae, ophthalmic instruments and appliances n.e.c. and electro-medical apparatus n.e.c.)"
"683895";"4";"4816";"481";"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus; other breathing appliances and gas masks (excluding protective masks having neither mechanical parts nor replaceable filters)"
"683896";"5";"48160";"4816";"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus; other breathing appliances and gas masks (excluding protective masks having neither mechanical parts nor replaceable filters)"
"683897";"4";"4817";"481";"Orthopaedic appliances; splints and other fracture appliances; artificial parts of the body; hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability"
"683898";"5";"48171";"4817";"Orthopaedic appliances; splints and other fracture appliances; artificial parts of the body"
"683899";"5";"48172";"4817";"Hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability"
"683900";"4";"4818";"481";"Medical, surgical, dental or veterinary furniture; barbers' chairs and similar chairs, having rotating as well as both reclining and elevating movements"
"683901";"5";"48180";"4818";"Medical, surgical, dental or veterinary furniture; barbers' chairs and similar chairs, having rotating as well as both reclining and elevating movements"
"683902";"3";"482";"48";"Instruments and appliances for measuring, checking, testing, navigating and other purposes, except optical instruments; industrial process control equipment; parts and accessories thereof"
"683903";"4";"4821";"482";"Navigational, meteorological, geophysical and similar instruments and appliances"
"683904";"5";"48211";"4821";"Direction finding compasses; other navigational instruments and appliances"
"683905";"5";"48212";"4821";"Rangefinders, theodolites and tachymeters (tacheometers) and levels"
"683906";"5";"48219";"4821";"Other surveying, hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances"
"683907";"4";"4822";"482";"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"
"683908";"5";"48220";"4822";"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"
"683909";"4";"4823";"482";"Precision balances; instruments for drawing, calculating, measuring length, etc."
"683910";"5";"48231";"4823";"Balances with a sensitivity of 5 cg or better"
"683911";"5";"48232";"4823";"Drafting tables and machines, and other drawing, marking-out or mathematical calculating instruments"
"683912";"5";"48233";"4823";"Instruments for measuring length, for use in the hand (including measuring rods and tapes, micrometers and callipers) n.e.c."
"683913";"4";"4824";"482";"Instruments and apparatus for measuring or checking electrical quantities, except electricity production or supply meters; instruments and apparatus for measuring or detecting ionizing radiations"
"683914";"5";"48241";"4824";"Instruments and apparatus for measuring or detecting ionizing radiations"
"683915";"5";"48242";"4824";"Cathode-ray oscilloscopes and cathode-ray oscillographs"
"683916";"5";"48243";"4824";"Instruments and apparatus (except cathode-ray oscilloscopes and oscillographs) for measuring or checking voltage, current, resistance or power, without a recording device (except electricity production or supply meters)"
"683917";"5";"48244";"4824";"Instruments and apparatus (except cathode-ray oscilloscopes and oscillographs) for telecommunications"
"683918";"5";"48249";"4824";"Instruments and apparatus for measuring or checking electrical quantities n.e.c."
"683919";"4";"4825";"482";"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases except navigational, hydrological or meteorological instruments and appliances, gas or liquid supply meters, and automatic regulating or controlling instruments and apparatus for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or the like, or for measuring or checking quantities of heat, sound or light"
"683920";"5";"48251";"4825";"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers"
"683921";"5";"48252";"4825";"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases, except navigational, hydrological or meteorological instruments and appliances, gas or liquid supply meters and automatic regulating or controlling instruments and apparatus"
"683922";"5";"48253";"4825";"Instruments and apparatus for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or the like, or for measuring or checking quantities of heat, sound or light"
"683923";"4";"4826";"482";"Other measuring, checking and testing instruments and appliances"
"683924";"5";"48261";"4826";"Microscopes (except optical microscopes) and diffraction apparatus"
"683925";"5";"48262";"4826";"Machines and appliances for testing the mechanical properties of materials"
"683926";"5";"48263";"4826";"Gas, liquid or electricity supply or production meters"
"683927";"5";"48264";"4826";"Revolution counters, production counters, taximeters, mileometers, pedometers and the like; speed indicators and tachometers, except hydrographic and meteorological instruments; stroboscopes"
"683928";"5";"48266";"4826";"Automatic regulating or controlling instruments and apparatus, hydraulic or pneumatic"
"683929";"5";"48269";"4826";"Measuring, checking, regulating or controlling instruments, appliances and machines n.e.c."
"683930";"4";"4828";"482";"Parts and accessories for the goods of classes 4821 and 4823 to 4826"
"683931";"5";"48281";"4828";"Parts and accessories for the goods of subclasses 48211, 48212, 48232 and 48233, 48241 to 48249, 48251 to 48253; microtomes; parts and accessories n.e.c., for optical, photographic, cinematographic, precision, medical or surgical machines, instruments, apparatus and appliances"
"683932";"5";"48282";"4828";"Parts and accessories for the goods of subclass 48261"
"683933";"5";"48283";"4828";"Parts and accessories for the goods of subclasses 48263 and 48264"
"683934";"5";"48284";"4828";"Parts and accessories for the goods of subclasses 48266 and 48269"
"683935";"5";"48285";"4828";"Parts and accessories for the goods of subclass 48262"
"683936";"3";"483";"48";"Optical instruments and photographic equipment, and parts and accessories thereof"
"683937";"4";"4831";"483";"Optical instruments"
"683938";"5";"48311";"4831";"Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually sheathed fibres); sheets and plates of polarizing material; lenses, prisms, mirrors and other optical elements (except of glass not optically worked), whether or not mounted, other than for cameras, projectors or photographic enlargers or reducers"
"683939";"5";"48312";"4831";"Spectacles, goggles and the like, corrective, protective or other"
"683940";"5";"48313";"4831";"Frames and mountings for spectacles, goggles or the like"
"683941";"5";"48314";"4831";"Binoculars, monoculars and other optical telescopes; other astronomical instruments, except instruments for radio-astronomy; compound optical microscopes"
"683942";"5";"48315";"4831";"Liquid crystal devices n.e.c.; lasers, except laser diodes; other optical appliances and instruments n.e.c."
"683943";"4";"4832";"483";"Photographic equipment"
"683944";"5";"48321";"4832";"Objective lenses for cameras, projectors or photographic enlargers or reducers"
"683945";"5";"48322";"4832";"Photographic (including cinematographic) cameras"
"683946";"5";"48323";"4832";"Cinematographic projectors, slide projectors and other image projectors, except microform readers"
"683947";"5";"48324";"4832";"Photographic flashlight apparatus, including flashbulbs; photographic (except cinematographic) enlargers and reducers; apparatus and equipment for photographic laboratories n.e.c.; negatoscopes and projection screens"
"683948";"4";"4833";"483";"Microfilm, microfiche or other microform readers"
"683949";"5";"48330";"4833";"Microfilm, microfiche or other microform readers"
"683950";"4";"4834";"483";"Photographic plates and film and instant print film, sensitized, unexposed; chemical products for photographic uses, except varnishes, adhesives and the like"
"683951";"5";"48341";"4834";"Photographic plates and film and instant print film, sensitized, unexposed"
"683952";"5";"48342";"4834";"Chemical preparations for photographic uses, except varnishes, adhesives and the like; unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use"
"683953";"4";"4835";"483";"Parts for the goods of classes 4831 to 4833"
"683954";"5";"48351";"4835";"Parts and accessories for the goods of subclass 48314"
"683955";"5";"48352";"4835";"Parts of frames and mountings for spectacles, goggles or the like"
"683956";"5";"48353";"4835";"Parts and accessories for the goods of subclass 48322; parts and accessories of cinematographic projectors; parts and accessories of photographic flashlight apparatus; parts and accessories of image projectors (except cinematographic) and photographic (except cinematographic) enlargers and reducers; parts and accessories n.e.c. of apparatus and equipment for photographic laboratories; parts and accessories of negatoscopes and projection screens"
"683957";"5";"48354";"4835";"Parts and accessories for the goods of subclass 48315"
"683958";"3";"484";"48";"Watches and clocks, and parts thereof"
"683959";"4";"4841";"484";"Watches"
"683960";"5";"48410";"4841";"Watches"
"683961";"4";"4842";"484";"Clocks"
"683962";"5";"48420";"4842";"Clocks"
"683963";"4";"4843";"484";"Time of day recording apparatus, apparatus for measuring, recording or otherwise indicating intervals of time, and time switches, with clock or watch movement or with synchronous motor"
"683964";"5";"48430";"4843";"Time of day recording apparatus, apparatus for measuring, recording or otherwise indicating intervals of time, and time switches, with clock or watch movement or with synchronous motor"
"683965";"4";"4844";"484";"Watch or clock movements"
"683966";"5";"48440";"4844";"Watch or clock movements"
"683967";"4";"4849";"484";"Other watch or clock parts (including jewels, cases and metal watch bands)"
"683968";"5";"48490";"4849";"Other watch or clock parts (including jewels, cases and metal watch bands)"
"683969";"2";"49";"4";"Transport equipment"
"683970";"3";"491";"49";"Motor vehicles, trailers and semi-trailers; parts and accessories thereof"
"683971";"4";"4911";"491";"Motor vehicles"
"683972";"5";"49111";"4911";"Road tractors for semi-trailers"
"683973";"5";"49112";"4911";"Public-transport type passenger motor vehicles"
"683974";"5";"49113";"4911";"Motor cars and other motor vehicles principally designed for the transport of persons (except public-transport type vehicles, vehicles specially designed for travelling on snow, and golf cars and similar vehicles)"
"683975";"5";"49114";"4911";"Motor vehicles n.e.c. for the transport of goods"
"683976";"5";"49115";"4911";"Crane lorries"
"683977";"5";"49116";"4911";"Motor vehicles, for the transport of persons, specially designed for travelling on snow; golf cars and similar vehicles"
"683978";"5";"49119";"4911";"Special-purpose motor vehicles n.e.c."
"683979";"4";"4912";"491";"Parts and accessories n.e.c. of motor vehicles"
"683980";"5";"49121";"4912";"Chassis fitted with engines, for motor vehicles"
"683981";"5";"49129";"4912";"Other parts and accessories n.e.c. of motor vehicles (including brakes, gear boxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, clutches, steering wheels, steering columns, steering boxes, and parts thereof)"
"683982";"3";"492";"49";"Bodies (coachwork) for motor vehicles; trailers and semi-trailers; parts and accessories thereof"
"683983";"4";"4921";"492";"Bodies for motor vehicles"
"683984";"5";"49210";"4921";"Bodies for motor vehicles"
"683985";"4";"4922";"492";"Trailers and semi-trailers; containers"
"683986";"5";"49221";"4922";"Containers specially designed and equipped for carriage by one or more modes of transport"
"683987";"5";"49222";"4922";"Trailers and semi-trailers of the caravan type, for housing or camping"
"683988";"5";"49229";"4922";"Other trailers and semi-trailers (including trailers and semi-trailers for the transport of goods), except self-loading or self-unloading trailers or semi-trailers for agricultural purposes"
"683989";"4";"4923";"492";"Parts for the goods of classes 4921 and 4922"
"683990";"5";"49231";"4923";"Parts and accessories for the goods of subclass 49210"
"683991";"5";"49232";"4923";"Parts of trailers and semi-trailers; parts of other vehicles, not mechanically propelled"
"683992";"3";"493";"49";"Ships"
"683993";"4";"4931";"493";"Commercial ships and warships"
"683994";"5";"49311";"4931";"Cruise ships, excursion boats and similar vessels, principally designed for the transport of persons; ferry boats of all kinds"
"683995";"5";"49312";"4931";"Tankers (ships)"
"683996";"5";"49313";"4931";"Refrigerator vessels (ships), except tankers"
"683997";"5";"49314";"4931";"Other vessels for the transport of goods and other vessels for the transport of both persons and goods"
"683998";"5";"49315";"4931";"Fishing vessels; factory ships and other vessels for processing or preserving fishery products"
"683999";"5";"49316";"4931";"Tugs and pusher craft"
"684000";"5";"49319";"4931";"Other vessels (including light-vessels, fire-floats, dredgers, floating cranes, floating docks, warships and lifeboats other than rowing boats), except floating or submersible drilling or production platforms"
"684001";"4";"4932";"493";"Floating or submersible drilling or production platforms"
"684002";"5";"49320";"4932";"Floating or submersible drilling or production platforms"
"684003";"4";"4939";"493";"Other floating structures"
"684004";"5";"49390";"4939";"Other floating structures"
"684005";"3";"494";"49";"Pleasure and sporting boats"
"684006";"4";"4941";"494";"Sailboats (except inflatable), with or without auxiliary motor"
"684007";"5";"49410";"4941";"Sailboats (except inflatable), with or without auxiliary motor"
"684008";"4";"4949";"494";"Other vessels for pleasure or sports; rowing boats and canoes"
"684009";"5";"49490";"4949";"Other vessels for pleasure or sports; rowing boats and canoes"
"684010";"3";"495";"49";"Railway and tramway locomotives and rolling stock, and parts thereof"
"684011";"4";"4951";"495";"Rail locomotives and locomotive tenders"
"684012";"5";"49511";"4951";"Rail locomotives powered from an external source of electricity"
"684013";"5";"49512";"4951";"Diesel-electric locomotives"
"684014";"5";"49519";"4951";"Other rail locomotives; locomotive tenders"
"684015";"4";"4952";"495";"Self-propelled railway or tramway coaches, vans and trucks (except maintenance or service vehicles)"
"684016";"5";"49520";"4952";"Self-propelled railway or tramway coaches, vans and trucks (except maintenance or service vehicles)"
"684017";"4";"4953";"495";"Other rolling stock; railway or tramway track fixtures and fittings; mechanical traffic control equipment for transport facilities"
"684018";"5";"49531";"4953";"Railway or tramway maintenance or service vehicles, whether or not self-propelled"
"684019";"5";"49532";"4953";"Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special-purpose railway or tramway coaches, not self-propelled (except maintenance or service vehicles)"
"684020";"5";"49533";"4953";"Railway or tramway goods vans and wagons, not self-propelled"
"684021";"4";"4954";"495";"Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and fittings, and parts thereof; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields, and parts thereof"
"684022";"5";"49540";"4954";"Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and fittings, and parts thereof; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields, and parts thereof"
"684023";"3";"496";"49";"Aircraft and spacecraft, and parts thereof"
"684024";"4";"4961";"496";"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft"
"684025";"5";"49610";"4961";"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft"
"684026";"4";"4962";"496";"Aeroplanes and helicopters"
"684027";"5";"49621";"4962";"Helicopters"
"684028";"5";"49622";"4962";"Aeroplanes and other powered aircraft of an unladen weight not exceeding 2000 kg"
"684029";"5";"49623";"4962";"Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg"
"684030";"4";"4963";"496";"Spacecraft and spacecraft launch vehicles"
"684031";"5";"49630";"4963";"Spacecraft and spacecraft launch vehicles"
"684032";"4";"4964";"496";"Parts of aircraft and spacecraft"
"684033";"5";"49640";"4964";"Parts of aircraft and spacecraft"
"684034";"3";"499";"49";"Other transport equipment and parts thereof"
"684035";"4";"4991";"499";"Motorcycles and side-cars"
"684036";"5";"49911";"4991";"Motorcycles and cycles fitted with an auxiliary motor, with reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc"
"684037";"5";"49912";"4991";"Motorcycles and cycles fitted with an auxiliary motor, with reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc"
"684038";"5";"49913";"4991";"Motorcycles and cycles fitted with an auxiliary motor, other than those with reciprocating internal combustion piston engines; side-cars"
"684039";"4";"4992";"499";"Bicycles and invalid carriages"
"684040";"5";"49921";"4992";"Bicycles and other cycles, not motorized"
"684041";"5";"49922";"4992";"Invalid carriages"
"684042";"4";"4993";"499";"Vehicles n.e.c., not mechanically propelled"
"684043";"5";"49930";"4993";"Vehicles n.e.c., not mechanically propelled"
"684044";"4";"4994";"499";"Parts for the goods of classes 4991 and 4992"
"684045";"5";"49941";"4994";"Parts and accessories of motorcycles and side-cars"
"684046";"5";"49942";"4994";"Parts and accessories of bicycles and other cycles, not motorized, and of invalid carriages"
"684047";"1";"5";;"Constructions and construction services"
"684048";"2";"53";"5";"Constructions"
"684049";"3";"531";"53";"Buildings"
"684050";"4";"5311";"531";"Residential buildings"
"684051";"5";"53111";"5311";"One- and two-dwelling residential buildings"
"684052";"5";"53112";"5311";"Multi-dwelling residential buildings"
"684053";"4";"5312";"531";"Non-residential buildings"
"684054";"5";"53121";"5312";"Industrial buildings"
"684055";"5";"53122";"5312";"Commercial buildings"
"684056";"5";"53129";"5312";"Other non-residential buildings"
"684057";"3";"532";"53";"Civil engineering works"
"684058";"4";"5321";"532";"Highways (except elevated highways), streets, roads, railways and airfield runways"
"684059";"5";"53211";"5321";"Highways (except elevated highways), streets and roads"
"684060";"5";"53212";"5321";"Railways"
"684061";"5";"53213";"5321";"Airfield runways"
"684062";"4";"5322";"532";"Bridges, elevated highways and tunnels"
"684063";"5";"53221";"5322";"Bridges and elevated highways"
"684064";"5";"53222";"5322";"Tunnels"
"684065";"4";"5323";"532";"Harbours, waterways, dams, irrigation and other waterworks"
"684066";"5";"53231";"5323";"Aqueducts and other water supply conduits, except pipelines"
"684067";"5";"53232";"5323";"Harbours, waterways and related facilities"
"684068";"5";"53233";"5323";"Dams"
"684069";"5";"53234";"5323";"Irrigation and flood control waterworks"
"684070";"4";"5324";"532";"Long-distance pipelines, communication and power lines (cables)"
"684071";"5";"53241";"5324";"Long-distance pipelines"
"684072";"5";"53242";"5324";"Long-distance communication and power lines (cables)"
"684073";"4";"5325";"532";"Local pipelines and cables and related works"
"684074";"5";"53251";"5325";"Local pipelines"
"684075";"5";"53252";"5325";"Local cables and related works"
"684076";"5";"53253";"5325";"Sewage and water treatment plants"
"684077";"4";"5326";"532";"Mines and industrial plants"
"684078";"5";"53261";"5326";"Mining constructions"
"684079";"5";"53262";"5326";"Power plants"
"684080";"5";"53269";"5326";"Other constructions for manufacturing"
"684081";"4";"5327";"532";"Outdoor sport and recreation facilities"
"684082";"5";"53270";"5327";"Outdoor sport and recreation facilities"
"684083";"4";"5329";"532";"Other civil engineering works"
"684084";"5";"53290";"5329";"Other civil engineering works"
"684085";"2";"54";"5";"Construction services"
"684086";"3";"541";"54";"General construction services of buildings"
"684087";"4";"5411";"541";"General construction services of residential buildings"
"684088";"5";"54111";"5411";"General construction services of one- and two-dwelling residential buildings"
"684089";"5";"54112";"5411";"General construction services of multi-dwelling residential buildings"
"684090";"4";"5412";"541";"General construction services of non-residential buildings"
"684091";"5";"54121";"5412";"General construction services of industrial buildings"
"684092";"5";"54122";"5412";"General construction services of commercial buildings"
"684093";"5";"54129";"5412";"General construction services of other non-residential buildings"
"684094";"3";"542";"54";"General construction services of civil engineering works"
"684095";"4";"5421";"542";"General construction services of highways (except elevated highways), streets, roads, railways and airfield runways"
"684096";"5";"54211";"5421";"General construction services of highways (except elevated highways), streets and roads"
"684097";"5";"54212";"5421";"General construction services of railways"
"684098";"5";"54213";"5421";"General construction services of airfield runways"
"684099";"4";"5422";"542";"General construction services of bridges, elevated highways and tunnels"
"684100";"5";"54221";"5422";"General construction services of bridges and elevated highways"
"684101";"5";"54222";"5422";"General construction services of tunnels"
"684102";"4";"5423";"542";"General construction services of harbours, waterways, dams, water mains and lines, irrigation and other waterworks"
"684103";"5";"54231";"5423";"General construction services of aqueducts and other water supply conduits, except pipelines"
"684104";"5";"54232";"5423";"General construction services of harbours and similar waterworks"
"684105";"5";"54233";"5423";"General construction services of dams"
"684106";"5";"54234";"5423";"General construction services of irrigation and flood control waterworks"
"684107";"4";"5424";"542";"General construction services of long-distance pipelines, communication and power lines (cables)"
"684108";"5";"54241";"5424";"General construction services of long-distance pipelines"
"684109";"5";"54242";"5424";"General construction services of long-distance communication and power lines (cables)"
"684110";"4";"5425";"542";"General construction services of local pipelines and cables and related works"
"684111";"5";"54251";"5425";"General construction services of local pipelines"
"684112";"5";"54252";"5425";"General construction services of local cables and related works"
"684113";"5";"54253";"5425";"General construction services of sewage and water treatment plants"
"684114";"4";"5426";"542";"General construction services of mines and industrial plants"
"684115";"5";"54261";"5426";"General construction services of mines"
"684116";"5";"54262";"5426";"General construction services of power plants"
"684117";"5";"54269";"5426";"General construction services of other industrial plants"
"684118";"4";"5427";"542";"General construction services of outdoor sport and recreation facilities"
"684119";"5";"54270";"5427";"General construction services of outdoor sport and recreation facilities"
"684120";"4";"5429";"542";"General construction services of other civil engineering works"
"684121";"5";"54290";"5429";"General construction services of other civil engineering works"
"684122";"3";"543";"54";"Site preparation services"
"684123";"4";"5431";"543";"Demolition services"
"684124";"5";"54310";"5431";"Demolition services"
"684125";"4";"5432";"543";"Site formation and clearance services"
"684126";"5";"54320";"5432";"Site formation and clearance services"
"684127";"4";"5433";"543";"Excavating and earthmoving services"
"684128";"5";"54330";"5433";"Excavating and earthmoving services"
"684129";"4";"5434";"543";"Water well drilling and septic system installation services"
"684130";"5";"54341";"5434";"Water well drilling services"
"684131";"5";"54342";"5434";"Septic system installation services"
"684132";"3";"544";"54";"Assembly and erection of prefabricated constructions"
"684133";"4";"5440";"544";"Assembly and erection of prefabricated constructions"
"684134";"5";"54400";"5440";"Assembly and erection of prefabricated constructions"
"684135";"3";"545";"54";"Special trade construction services"
"684136";"4";"5451";"545";"Pile driving and foundation services"
"684137";"5";"54511";"5451";"Pile driving services"
"684138";"5";"54512";"5451";"Foundation services"
"684139";"4";"5452";"545";"Construction framing services"
"684140";"5";"54521";"5452";"Building framing services"
"684141";"5";"54522";"5452";"Roof framing services"
"684142";"4";"5453";"545";"Roofing and waterproofing services"
"684143";"5";"54530";"5453";"Roofing and waterproofing services"
"684144";"4";"5454";"545";"Concrete services"
"684145";"5";"54540";"5454";"Concrete services"
"684146";"4";"5455";"545";"Structural steel erection services"
"684147";"5";"54550";"5455";"Structural steel erection services"
"684148";"4";"5456";"545";"Masonry services"
"684149";"5";"54560";"5456";"Masonry services"
"684150";"4";"5457";"545";"Scaffolding services"
"684151";"5";"54570";"5457";"Scaffolding services"
"684152";"4";"5459";"545";"Other special trade construction services"
"684153";"5";"54590";"5459";"Other special trade construction services"
"684154";"3";"546";"54";"Installation services"
"684155";"4";"5461";"546";"Electrical installation services"
"684156";"5";"54611";"5461";"Electrical wiring and fitting services"
"684157";"5";"54612";"5461";"Fire alarm installation services"
"684158";"5";"54613";"5461";"Burglar alarm system installation services"
"684159";"5";"54614";"5461";"Residential antenna installation services"
"684160";"5";"54619";"5461";"Other electrical installation services"
"684161";"4";"5462";"546";"Water plumbing and drain laying services"
"684162";"5";"54621";"5462";"Water plumbing services"
"684163";"5";"54622";"5462";"Drain laying services"
"684164";"4";"5463";"546";"Heating, ventilation and air conditioning equipment installation services"
"684165";"5";"54631";"5463";"Heating equipment installation services"
"684166";"5";"54632";"5463";"Ventilation and air conditioning equipment installation services"
"684167";"4";"5464";"546";"Gas fitting installation services"
"684168";"5";"54640";"5464";"Gas fitting installation services"
"684169";"4";"5465";"546";"Insulation services"
"684170";"5";"54650";"5465";"Insulation services"
"684171";"4";"5469";"546";"Other installation services"
"684172";"5";"54691";"5469";"Lift and escalator installation services"
"684173";"5";"54699";"5469";"Other installation services n.e.c."
"684174";"3";"547";"54";"Building completion and finishing services"
"684175";"4";"5471";"547";"Glazing services"
"684176";"5";"54710";"5471";"Glazing services"
"684177";"4";"5472";"547";"Plastering services"
"684178";"5";"54720";"5472";"Plastering services"
"684179";"4";"5473";"547";"Painting services"
"684180";"5";"54730";"5473";"Painting services"
"684181";"4";"5474";"547";"Floor and wall tiling services"
"684182";"5";"54740";"5474";"Floor and wall tiling services"
"684183";"4";"5475";"547";"Other floor laying, wall covering and wall papering services"
"684184";"5";"54750";"5475";"Other floor laying, wall covering and wall papering services"
"684185";"4";"5476";"547";"Joinery and carpentry services"
"684186";"5";"54760";"5476";"Joinery and carpentry services"
"684187";"4";"5477";"547";"Fencing and railing services"
"684188";"5";"54770";"5477";"Fencing and railing services"
"684189";"4";"5479";"547";"Other building completion and finishing services"
"684190";"5";"54790";"5479";"Other building completion and finishing services"
"684191";"1";"6";;"Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services"
